idx,smiles
425,OCCOC4=N
426,OCCOC4=O
427,CCCCC4C
428,CCCCC4O
429,CCCOC4C
430,CCOCC4O
431,OCCCC4O
432,N=CCN=CN5
433,O=CCC=CC5
434,O=CCC=CN5
435,O=CCN=CN5
436,O=CCN=CO5
437,N=COCC=C5
438,O=CCCC=C5
439,O=CNCC=C5
440,N=CCCCO5
441,N=CCOCO5
442,N=COCCO5
443,O=CCCCC5
444,O=CCCCN5
445,O=CCCCO5
446,O=CCCOC5
447,O=CCOCO5
448,O=CNCCN5
449,O=CNCCO5
450,O=COCCO5
451,CC=CCCC5
452,CC=CCOC5
453,CC=NCCO5
454,CCCC=CC5
455,CCCN=CO5
456,OCCC=CC5
457,CCCCC=C5
458,CCCOC=N5
459,CCOCC=C5
460,OCCCC=C5
461,CCCCCC5
462,CCCCCO5
463,CCCCOC5
464,CCCOCO5
465,CCOCCO5
466,OCCCCC5
467,OCCCOC5
468,CCCC)C3C
469,CCCC)C3O
470,CCCC)N3C
471,CCCO)C3O
472,OCCO)C3O
473,CCCC3CC5
474,CCCC3CO5
475,CCCC3OC5
476,CCCCC4O5
477,OCCC3CC5
478,OCCC3OC5
479,C#CC#CC#C
480,C#CC#CC#N
481,N#CC#CC#N
482,C#CCCC#C
483,C#CCCC#N
484,N#CCCC#N
485,O=CC#CC#C
486,O=CC#CC#N
487,O=CC#CC=O
488,N=COCC#C
489,N=COCC#N
490,O=CCCC#C
491,O=CCCC#N
492,O=CNCC#C
493,O=CNCC#N
494,O=COCC#C
495,O=COCC#N
496,N=COCC=O
497,O=CCCC=O
498,O=CCNC=O
499,O=CCOC=O
500,CC#CC#CC
501,CC#CCC#C
502,CC#CCC#N
503,CC#CCC=O
504,CN=CNC=O
505,CN=COC=O
506,CCC#CC#C
507,CCC#CC#N
508,OCC#CC#C
509,OCC#CC#N
510,CCC#CC=O
511,OCC#CC=O
512,CCC#CCC
513,CCC#CCO
514,OCC#CCO
515,CCN=COC
516,CC#CCCO
517,CCCC#CC
518,COCC#CC
519,CCOC=NC
520,CCCCC#C
521,CCCCC#N
522,CCNCC#N
523,CCOCC#C
524,CCOCC#N
525,COCCC#C
526,COCCC#N
527,OCCCC#C
528,OCCCC#N
529,CCCCC=O
530,CCCNC=O
531,CCCOC=O
532,CCOCC=O
533,COCCC=O
534,OCCCC=O
535,OCCNC=O
536,OCCOC=N
537,OCCOC=O
538,CCCCCC
539,CCCCCO
540,CCCCOC
541,CCCOCC
542,CCOCCO
543,COCCCO
544,COCCOC
545,OCCCCO
546,C#CCCCC4
547,C#CCCCO4
548,C#CCCOC4
549,N#CCCCC4
550,N#CCCCN4
551,N#CCCCO4
552,N#CCCOC4
553,O=CCCCC4
554,O=CCCCO4
555,O=CCCOC4
556,O=CNCCC4
557,CN=CCCO4
558,CCCCCC4
559,CCCCCO4
560,CCCCOC4
561,COCCCC4
562,COCCOC4
563,OCCCCC4
564,OCCCCO4
565,OCCCOC4
566,C#CCCCC3
567,C#CCCCO3
568,C#CCNCC3
569,N#CCCCC3
570,N#CCCCN3
571,N#CCCCO3
572,N#CCNCC3
573,N=COCCC3
574,O=CCCCC3
575,O=CCCCN3
576,O=CCCCO3
577,O=CCNCC3
578,O=CNCCC3
579,O=COCCC3
580,CC#CCCC3
581,CC#CCCN3
582,CC#CCCO3
583,CCCCCC3
584,CCCCCO3
585,CCCNCC3
586,CCOCCC3
587,COCCCC3
588,COCCCN3
589,COCCCO3
590,OCCCCC3
591,OCCCCO3
592,OCCNCC3
593,CCCC3C#C
594,CCCC3C#N
595,CCNC3C#C
596,CCNC3C#N
597,CCOC3C#C
598,CCOC3C#N
599,CNCC3C#C
600,CNCC3C#N
601,OCCC3C#C
602,OCCC3C#N
603,CCCC3C=O
604,CCCN3C=O
605,CCNC3C=O
606,CCOC3C=O
607,CNCC3C=O
608,OCCC3C=O
609,CCCC3CO
610,CCNC3CO
611,CCOC3CO
612,CCCCC3C
613,CCCCC3O
614,CCCCN3C
615,CCCOC3C
616,CCNCC3C
617,CNCC3CO
618,COCCC3C
619,COCCC3O
620,OCCCC3O
621,CC=O)CCC3
622,CC=O)CCN3
623,CC=O)CCO3
624,CC=O)NCC3
625,NC=O)CCC3
626,NC=O)CCN3
627,NC=O)CCO3
628,NC=O)NCC3
629,CCC)CCC3
630,CCC)CCO3
631,CCC)NCC3
632,CCO)CCC3
633,CCO)CCN3
634,CCO)CCO3
635,CCC3CCC4
636,CCC3CCO4
637,CCC3COC4
638,CNC3COC4
639,COC3CCC4
640,COC3COC4
641,CCCC4C=C5
642,CCOC4C=C5
643,CCCC4CC5
644,CCCC4OC5
645,CCCCC5O5
646,CCCCC4C4
647,CCCCC4O4
648,OCCCC4C4
649,OCCCC4O4
650,CCC=CCO6
651,CCCC=CC6
652,CCOC=NC6
653,CCCCCC6
654,CCCOCC6
655,CCOCCO6
656,CCOCOC6
657,CCCCCC64
658,CCCOCC64
659,COCCOC64
660,CCCCCC54
661,CCCCOC54
662,OCCCCC54
663,OCCCOC54
664,CCCC=CC65
665,CCOC=NC65
666,CC=CCNC63
667,CC=CCOC63
668,CCCCCC65
669,CCCCOC65
670,CCCOCC65
671,CCOCOC65
672,CCCOC3C6
673,COCCNC63
674,COCCOC63
675,N=COCCC53
676,O=CCCCC53
677,O=CCCCN53
678,O=CCCNC53
679,O=CCCOC53
680,O=CCNCC53
681,O=CNCCC53
682,O=COCCC53
683,CCCCCC53
684,CCCCOC53
685,CCOCCC53
686,OCCCCC53
687,OCCCNC53
688,OCCCOC53
689,OCCNCC53
690,CCCCC4C64
691,CCCCN4C64
692,CCCOC4C64
693,NCCNC4C64
694,NCCOC4C64
695,OCCOC4C64
696,CCC3CCC3
697,CCC3CCO3
698,CCC3NCC3
699,CNC3CCN3
700,CNC3CCO3
701,COC3CCO3
702,CCC3CCC53
703,CCC3CNC53
704,CCC3COC53
705,CCC3NCC53
706,NCC3CNC53
707,NCC3COC53
708,OCC3COC53
709,CCCC4CN54
710,CCCCC5C54
711,CCCCC5N54
712,CCCCN5C54
713,CCCOC5C54
714,CCC3CC5C53
715,CCC3NC5C53
716,C=CN=NC=C6
717,C=CN=NN=C6
718,C=NN=CN=N6
719,C=NN=NC=N6
720,C=NN=NN=C6
721,CC=CC=NN5
722,CC=CC=NO5
723,CC=CN=NN5
724,CC=CN=NO5
725,CC=CNN=C5
726,CC=CNN=N5
727,CC=CON=C5
728,CC=CON=N5
729,CC=NC=NN5
730,CC=NC=NO5
731,CC=NNC=C5
732,CC=NNC=N5
733,CC=NNN=C5
734,CC=NNN=N5
735,CC=NOC=C5
736,CC=NOC=N5
737,CC=NON=C5
738,CC=NON=N5
739,CNC=CC=N5
740,CNC=CN=N5
741,CNC=NC=N5
742,CNC=NN=C5
743,CNC=NN=N5
744,CNN=CC=N5
745,CNN=CN=N5
746,CNN=NN=N5
747,N=CNC=NO5
748,N=CNN=NN5
749,N=COC=NO5
750,N=CON=NO5
751,NC=CC=NN5
752,NC=CC=NO5
753,NC=CN=NN5
754,NC=CN=NO5
755,NC=CNN=C5
756,NC=CNN=N5
757,NC=CON=C5
758,NC=CON=N5
759,NC=NC=NN5
760,NC=NC=NO5
761,NC=NNC=C5
762,NC=NNC=N5
763,NC=NNN=C5
764,NC=NNN=N5
765,NC=NOC=C5
766,NC=NOC=N5
767,NC=NON=C5
768,NC=NON=N5
769,O=CNC=NN5
770,O=CNC=NO5
771,O=CNN=NN5
772,O=CNN=NO5
773,O=COC=NO5
774,O=CON=NO5
775,OC=CC=NN5
776,OC=CNN=C5
777,OC=CNN=N5
778,OC=NC=NN5
779,OC=NNC=C5
780,OC=NNC=N5
781,OC=NNN=C5
782,OC=NNN=N5
783,OC=NOC=C5
784,OC=NOC=N5
785,OC=NON=N5
786,CC#CCC)=NO
787,CCCC#C)))=NO
788,CCCC#N)))=NO
789,CCCC=O)))=NO
790,CCCCO)))=NO
791,CCCCC)=NO
792,COCCC)=NO
793,CC=NO))CC)=NO
794,CC=NO))CN)=O
795,CCC)CC)=NO
796,CCO)CC)=NO
797,CCCCC4)=NO
798,CNCCC4)=NO
799,ON=CCCO)C4
800,ON=CC#C))C#C
801,CCC=NO))C#C
802,OCC=NO))C#C
803,CCCCC))=NO
804,CCCCO))=NO
805,CCCCC4=NO
806,CCNCC4=NO
807,CCOCC4=NO
808,ON=CCCC4O
809,ON=CCC=CC5
810,ON=CCCC=C5
811,ON=CCNC=C5
812,ON=CCCCC5
813,ON=CCCOC5
814,CC=NO))CCC3
815,CC=NO))CCN3
816,CC=NO))CCO3
817,ON=CCCCC53
818,ON=CCCNC53
819,ON=CCCOC53
820,ON=CCNCC53
821,FCF)F)C#C
822,FCF)F)C#N
823,FCF)F)C=O
824,NCCF)F)F
825,OCCF)F)F
826,CCCF)F)F
827,CC=CCC)=CN5
828,CC=CCC)=CO5
829,CC=CCN)=CN5
830,CC=CCN)=CO5
831,CC=CCO)=CN5
832,CC=CCO)=CO5
833,CC=CNCN)=C5
834,CC=CNCO)=C5
835,CC=CNCO)=N5
836,CC=COCN)=C5
837,CC=COCN)=N5
838,CC=COCO)=N5
839,CC=NCC)=CN5
840,CC=NCC)=CO5
841,CC=NCN)=CO5
842,CC=NCO)=CN5
843,CC=NCO)=CO5
844,NC=CCN)=CN5
845,NC=CCN)=CO5
846,NC=CCO)=CN5
847,NC=CCO)=CO5
848,NC=CNCO)=C5
849,NC=CNCO)=N5
850,NC=COCO)=N5
851,NC=NCN)=CO5
852,NC=NCO)=CN5
853,NC=NCO)=CO5
854,OC=CCO)=CN5
855,OC=NCO)=CN5
856,CC=CC=CC)N5
857,CC=CC=CC)O5
858,CC=CC=CN)N5
859,CC=CC=CN)O5
860,CC=CC=CO)N5
861,CC=CN=CC)O5
862,CC=CN=CN)O5
863,CC=CN=CO)N5
864,CC=CN=CO)O5
865,CC=NC=CN)O5
866,CC=NC=CO)N5
867,NC=CC=CN)N5
868,NC=CC=CN)O5
869,NC=CC=CO)N5
870,NC=CC=CO)O5
871,NC=CN=CN)O5
872,NC=CN=CO)N5
873,NC=CN=CO)O5
874,OC=CC=CO)N5
875,OC=CN=CO)N5
876,CC=CNC=N)O5
877,CC=CNC=O)N5
878,CC=CNC=O)O5
879,CC=COC=N)N5
880,CC=COC=N)O5
881,CC=COC=O)N5
882,CC=COC=O)O5
883,NC=CNC=N)O5
884,NC=CNC=O)N5
885,NC=CNC=O)O5
886,NC=COC=N)O5
887,NC=COC=O)N5
888,NC=COC=O)O5
889,OC=CNC=N)O5
890,OC=CNC=O)N5
891,OC=CNC=O)O5
892,OC=COC=N)N5
893,OC=COC=N)O5
894,OC=COC=O)O5
895,CNC=CCC)=C5
896,CNC=CCN)=C5
897,CNC=CCO)=C5
898,CNC=NCC)=C5
899,CNC=NCN)=C5
900,CNC=NCO)=C5
901,N=CC=COC=N6
902,N=CN=CNC=N6
903,N=CN=COC=N6
904,O=CC=CNC=C6
905,O=CC=CNC=N6
906,O=CC=COC=C6
907,O=CC=COC=N6
908,O=CN=COC=N6
909,N=CNC=NC=N6
910,N=COC=CC=C6
911,N=COC=CC=N6
912,N=COC=CN=C6
913,N=COC=NC=C6
914,N=COC=NC=N6
915,O=CNC=CC=C6
916,O=CNC=CC=N6
917,O=CNC=CN=C6
918,O=CNC=NC=C6
919,O=CNC=NC=N6
920,O=COC=CC=C6
921,O=COC=CC=N6
922,O=COC=CN=C6
923,O=COC=NC=C6
924,O=COC=NC=N6
925,CC=CC=CC=C6
926,CC=CC=NC=C6
927,CC=CN=CC=C6
928,CC=CN=CC=N6
929,CC=CN=CN=C6
930,CC=NC=CC=C6
931,CC=NC=CC=N6
932,CC=NC=CN=C6
933,CC=NC=NC=C6
934,CC=NC=NC=N6
935,NC=CC=CC=C6
936,NC=CN=CC=C6
937,NC=CN=CC=N6
938,NC=CN=CN=C6
939,NC=NC=CC=C6
940,NC=NC=CC=N6
941,NC=NC=CN=C6
942,NC=NC=NC=C6
943,NC=NC=NC=N6
944,OC=CC=CC=C6
945,OC=CC=NC=C6
946,OC=CN=CC=C6
947,OC=CN=CC=N6
948,OC=CN=CN=C6
949,OC=NC=CC=C6
950,OC=NC=CC=N6
951,OC=NC=CN=C6
952,OC=NC=NC=C6
953,OC=NC=NC=N6
954,CC=CC)C=CN5
955,CC=CC)C=CO5
956,CC=CC)N=CN5
957,CC=CC)N=CO5
958,CC=CN)C=CN5
959,CC=CN)C=CO5
960,CC=CN)N=CO5
961,CC=CN)NC=C5
962,CC=CN)OC=C5
963,CC=CN)OC=N5
964,CC=CO)C=CN5
965,CC=CO)C=CO5
966,CC=CO)N=CN5
967,CC=CO)N=CO5
968,CC=CO)NC=C5
969,CC=CO)NC=N5
970,NC=CN)C=CO5
971,NC=CN)N=CO5
972,NC=CO)C=CN5
973,NC=CO)C=CO5
974,NC=CO)N=CN5
975,NC=CO)N=CO5
976,NC=CO)NC=C5
977,NC=CO)NC=N5
978,NC=CO)OC=C5
979,OC=CO)C=CN5
980,OC=CO)N=CN5
981,CC=CNC=C5C
982,CC=CNC=C5N
983,CC=CNC=C5O
984,CC=COC=C5C
985,CC=COC=C5N
986,NC=CNC=C5N
987,NC=CNC=C5O
988,NC=COC=C5N
989,OC=CNC=C5O
990,CNC=CC=C5C
991,CNC=CC=C5N
992,CNC=CC=C5O
993,CNC=CN=C5C
994,CNC=CN=C5O
995,CNC=NC=C5C
996,CNC=NC=C5O
997,CNC=CNC5=O
998,CNC=COC5=N
999,CNC=COC5=O
1000,C#CC=CC=CN5
1001,C#CC=CC=CO5
1002,C#CC=CN=CN5
1003,C#CC=CN=CO5
1004,C#CC=NC=CN5
1005,C#CC=NC=CO5
1006,N#CC=CC=CN5
1007,N#CC=CC=CO5
1008,N#CC=CN=CN5
1009,N#CC=CN=CO5
1010,N#CC=NC=CN5
1011,N#CC=NC=CO5
1012,C#CC=CNC=C5
1013,C#CC=CNC=N5
1014,C#CC=COC=C5
1015,C#CC=COC=N5
1016,N#CC=CNC=C5
1017,N#CC=CNC=N5
1018,N#CC=COC=C5
1019,N#CC=COC=N5
1020,O=CC=CC=CN5
1021,O=CC=CC=CO5
1022,O=CC=CN=CN5
1023,O=CC=CN=CO5
1024,O=CC=NC=CN5
1025,O=CC=NC=CO5
1026,O=CC=CNC=C5
1027,O=CC=CNC=N5
1028,O=CC=COC=C5
1029,O=CC=COC=N5
1030,O=CNC=CC=C5
1031,O=CNC=CN=C5
1032,CN=CNC=CO5
1033,CN=COC=CO5
1034,CCC=CC=CN5
1035,CCC=CC=CO5
1036,CCC=CN=CO5
1037,CCC=NC=CN5
1038,CCC=NC=CO5
1039,CNC=CC=CN5
1040,CNC=CC=CO5
1041,CNC=CN=CO5
1042,CNC=NC=CO5
1043,COC=CC=CN5
1044,COC=CC=CO5
1045,COC=CN=CN5
1046,COC=CN=CO5
1047,COC=NC=CN5
1048,COC=NC=CO5
1049,NCC=NC=CO5
1050,OCC=CC=CN5
1051,OCC=CC=CO5
1052,OCC=CN=CN5
1053,OCC=CN=CO5
1054,OCC=NC=CN5
1055,OCC=NC=CO5
1056,CCC=CNC=C5
1057,CCC=CNC=N5
1058,CCC=COC=C5
1059,CCC=COC=N5
1060,CNC=CNC=C5
1061,CNC=CNC=N5
1062,CNC=COC=C5
1063,CNC=COC=N5
1064,COC=CNC=C5
1065,COC=CNC=N5
1066,COC=COC=C5
1067,COC=COC=N5
1068,OCC=CNC=C5
1069,OCC=CNC=N5
1070,OCC=COC=C5
1071,OCC=COC=N5
1072,CCNC=CC=C5
1073,CCNC=CN=C5
1074,CCC=CC=CN75
1075,CCC=CN=CN75
1076,CCC=NC=CN75
1077,CC#CCC)C)C
1078,CC#CCC)C)O
1079,CCC)C)CC#C
1080,CCC)C)CC#N
1081,CCC)O)CC#C
1082,CCC)O)CC#N
1083,CCC)C)CC=O
1084,CCC)C)NC=O
1085,CCC)C)OC=O
1086,CCC)O)CC=O
1087,CCC)C)CCO
1088,CCC)O)CCO
1089,CCCCC)C)C
1090,CCCCC)C)O
1091,CCOCC)C)C
1092,COCCC)C)C
1093,COCCC)C)O
1094,CC=O)CC)C)C
1095,CC=O)CC)C)O
1096,CCC)C)CN)=O
1097,CCC)O)CN)=O
1098,CCC)CC)C)C
1099,CCC)CC)C)O
1100,CCO)CC)C)C
1101,CCO)CC)C)O
1102,CC=N)NCC)=O
1103,CC=N)NCN)=O
1104,CC=N)OCC)=O
1105,CC=N)OCN)=O
1106,CC=O)CCC)=O
1107,CC=O)CCN)=O
1108,CC=O)NCC)=O
1109,CC=O)NCN)=N
1110,CC=O)NCN)=O
1111,NC=O)CCN)=O
1112,NC=O)NCN)=O
1113,CCC)CCC)=O
1114,CCC)CCN)=O
1115,CCC)NCC)=O
1116,CCC)NCN)=O
1117,CCC)OCC)=O
1118,CCC)OCN)=O
1119,CCO)CCC)=O
1120,CCO)CCN)=O
1121,CCC)CCC)C
1122,CCC)CCC)O
1123,CCC)OCC)C
1124,CCO)CCC)O
1125,CCC)CC=N)O4
1126,CCC)CC=O)C4
1127,CCC)CC=O)N4
1128,CCC)CC=O)O4
1129,CCO)CC=O)C4
1130,CCC)CCO)C4
1131,CCO)CCO)C4
1132,CCCCC)C)C4
1133,CCCCC)C)O4
1134,CCCCC)O)C4
1135,CNCCC)O)C4
1136,CCC)CC3C)C
1137,CCC)CC3C)O
1138,CCC)OC3C)C
1139,CCO)CC3C)O
1140,CCCCC)C4)C4
1141,CCCCC)C4)O4
1142,CCCCO)C4)C4
1143,OCCCO)C4)C4
1144,CCC)C#C))C#C
1145,CCC)C#C))C#N
1146,CCC)C#N))C#N
1147,CCN)C#C))C#N
1148,CCN)C#N))C#N
1149,CCO)C#C))C#C
1150,CCO)C#C))C#N
1151,CCO)C#N))C#N
1152,CCC)C=O))C#C
1153,CCC)C=O))C#N
1154,CCO)C=O))C#C
1155,CCO)C=O))C#N
1156,CCC)C=O))C=O
1157,CCO)C=O))C=O
1158,CCC)CO))C#C
1159,CCC)CO))C#N
1160,CCN)CN))C#N
1161,CCN)CO))C#N
1162,CCO)CN))C#N
1163,CCO)CO))C#C
1164,CCO)CO))C#N
1165,CCCC)C)C#C
1166,CCCC)C)C#N
1167,CCCC)N)C#N
1168,CCCC)O)C#C
1169,CCCC)O)C#N
1170,CNCC)C)C#N
1171,COCC)C)C#C
1172,COCC)C)C#N
1173,CCC)CO))C=O
1174,CCO)CO))C=O
1175,CCCC)C)C=O
1176,CCCC)O)C=O
1177,COCC)C)C=O
1178,CCC)CO))CO
1179,CCO)CO))CO
1180,CCCC)C)CC
1181,CCCC)C)CO
1182,CCCC)C)OC
1183,CCCC)O)CC
1184,CCCC)O)CO
1185,COCC)C)CO
1186,CC#CCCC)=O
1187,CC#CCCN)=O
1188,CC#CCCC)C
1189,CC#CCCC)O
1190,CC=O)C#CC#C
1191,CC=O)C#CC#N
1192,NC=O)C#CC#C
1193,NC=O)C#CC#N
1194,CC=O)C#CC=O
1195,NC=O)C#CC=O
